S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'34148.',b'31-Aug-2020 12:00 AM',b'15-Jul-2020 04:00 PM',b'Providing Haydrulic Tipping Trailer for Wastage collection At- Padali Station Tal- Koregaon Dist- Satara./ PAD/8/2019-20/2 / 2020_SATAR_594833_1',b'Maharashtra',b'2020_SATAR_594833_1'
b'34149.',b'03-Sep-2020 12:00 AM',b'15-Jul-2020 04:00 PM',b'Const Village cement cocnrete road at bramhangaon tal satana/ bnc2 tn5 wo 4  drba / 2020_NASHI_594581_1',b'Maharashtra',b'2020_NASHI_594581_1'
b'34150.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 04:00 PM',b'Constructing Under Ground PVC Pipe Gutter At village Nagaon (R.N Patil To Ambadas Vadar Etc)Tal Dhule and Dist Dhule/ GP/NAGAON/16/2020 / 2020_DHULE_594839_1',b'Maharashtra',b'2020_DHULE_594839_1'
b'34131.',b'17-Nov-2020 12:00 AM',b'15-Jul-2020 04:40 PM',b'Raising water logged area and Renewal BT/ PWD/2020-2021/14551/RdDnKNR / 2020_PWD_371941_1',b'Kerala',b'2020_PWD_371941_1'
b'34132.',b'21-Jul-2020 04:31 PM',b'15-Jul-2020 04:32 PM',"b'Laying of VDCC road with M30 grade in place of damaged BT road from Plot No.1299 to Plot No.1317 at Road No.66 Jubilee Hills, Cir No.18 (CZ) GHMC (Item No.2)/ 19/EE/CIR-18/KZ/GHMC/2020-21,Dt: 14-07-2020 (Item No.2) / 185393'",b'Telegana',b'185393'
b'34133.',b'03-Aug-2020 12:00 AM',b'15-Jul-2020 04:30 PM',b'Const of Urinal and WC for Z.P school at jambud Tal.Malshiras/ ET/05/2020 / 2020_SOLAP_594840_1',b'Maharashtra',b'2020_SOLAP_594840_1'
b'34134.',b'29-Jul-2020 12:00 AM',b'15-Jul-2020 04:30 PM',b'Providing And Fixing Paver Block In Dalit Vasti At Village Henkalwadi Tal And Dist Dhule/ GP/HENKALWADI/07/2020-21 / 2020_DHULE_594855_1',b'Maharashtra',b'2020_DHULE_594855_1'
b'34135.',b'21-Jul-2020 04:29 PM',b'15-Jul-2020 04:24 PM',"b'Removal of water stagnation by laying of 600mm dia RCC NP3 pipe line from Plot No.1001 to Plot No.978/A Road No.49 Jubilee Hills, Cir No.18 (CZ) GHMC (Item No.1)/ 19/EE/CIR-18/KZ/GHMC/2020-21,Dt: 14-07-2020 (Item No.1) / 185386'",b'Telegana',b'185386'
b'34136.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 04:20 PM',b'Constructing Under Ground PVC Pipe Gutter At village Nagaon (Suresh Sampat To Sahebrav Saindane)Tal Dhule and Dist Dhule/ GP/NAGAON/17/2020 / 2020_DHULE_594849_1',b'Maharashtra',b'2020_DHULE_594849_1'
b'34137.',b'07-Aug-2020 12:00 AM',b'15-Jul-2020 04:15 PM',"b'Construction of Primary Health Center at Daudnagar, District-Lucknow (U.P)/ 03/E-Nivida/LucknowIII/2020-21 / 2020_UPRNS_479174_3'",b'Uttar Pradesh',b'2020_UPRNS_479174_3'
b'34138.',b'09-Nov-2020 12:00 AM',b'15-Jul-2020 04:15 PM',"b'Providing and Installing deep tubewell 200 mm i/d straight 150 mtr depth with 15 mtr stainless strainer with hand boring, Pumping machinery, Chlorinator, const. Pump Chamber with WC Gravel Pit, Construction of one No. OHSR 50 KL with 3 Month O and M/ Village Mianpur Under Nabard XXIII / 2020_WSS_50304_1'",b'Punjab',b'2020_WSS_50304_1'
b'34139.',b'03-Sep-2020 12:00 AM',b'15-Jul-2020 04:00 PM',b'Const Village cement cocnrete road at dhandri tal satana/ bnc2 tn5 wo 5 dhandri drba / 2020_NASHI_594583_1',b'Maharashtra',b'2020_NASHI_594583_1'
b'34140.',b'30-Jul-2020 12:00 AM',b'15-Jul-2020 04:00 PM',"b'Pumping scheme  at Thodupuzha Muncipality ,Panchayath office compound Muttom, ward-31,  and Homeo Hospital Muttom  in Idukki Dt/ 06/2020-2021 / 2020_GWD_371867_1'",b'Kerala',b'2020_GWD_371867_1'
b'34111.',b'23-Oct-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Please refer tender docuemnts/ e-15/EE/LSGD/2020-21 / 2020_LSGD_371826_16',b'Kerala',b'2020_LSGD_371826_16'
b'34112.',b'27-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Retender RIDF XXV- Reviving Rice Farming in Fallow lands of Chengannur LAC - Augmenting Irrigation and Drainage Facility Establishing Lift Irrigation Scheme in  Attakkuzhy   Padasekharams  in Thiruvanvandoor Gramapanchayath/ EE (2) 392/2020 / 2020_AGRI_358268_3',b'Kerala',b'2020_AGRI_358268_3'
b'34113.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-III IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-III / 2020_HBC_135777_1',b'Haryana',b'2020_HBC_135777_1'
b'34114.',b'23-Oct-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Please refer tender docuemnts/ e-15/EE/LSGD/2020-21 / 2020_LSGD_371826_14',b'Kerala',b'2020_LSGD_371826_14'
b'34115.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-II IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-II / 2020_HBC_135772_1',b'Haryana',b'2020_HBC_135772_1'
b'34116.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-I IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-I / 2020_HBC_135763_1',b'Haryana',b'2020_HBC_135763_1'
b'34117.',b'10-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of pump house, providing and installation of pump sets, providing and laying of distribution pipe line, providing domestic connection etc/ 189/EE/DWS/DMN/2020-21 / 2020_CEDWS_11347_1'",b'Tripura',b'2020_CEDWS_11347_1'
b'34118.',b'06-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of pump house, providing and installation of pump sets, providing and laying of distribution pipe line, providing domestic connection etc/ 185/EE/DWS/DMN/2020-21 / 2020_CEDWS_11343_1'",b'Tripura',b'2020_CEDWS_11343_1'
b'34119.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'CONST. OF PCC ROAD FROM KABIYA BHUIYA HOUSE TO NABA KAJORA MAIN ROAD (SANSAD X)/ 8/KAJORA GP/e-ten/(2020-21) / 2020_ZPHD_289757_4',b'West Bengal',b'2020_ZPHD_289757_4'
b'34120.',b'28-Dec-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Repairs and Maintenance of sewer line network by&amp;#x0d;\nmechanical means in various Sectors of Ulwe&amp;#x0d;\nNode, Navi Mumbai./ CANo03/CIDCO/EE(UlweI)/2020 / 2020_CIDCO_594447_1'",b'Maharashtra',b'2020_CIDCO_594447_1'
b'34101.',b'24-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-IV IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-IV / 2020_HBC_135783_1',b'Haryana',b'2020_HBC_135783_1'
b'34102.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-VI IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-VI / 2020_HBC_135789_1',b'Haryana',b'2020_HBC_135789_1'
b'34103.',b'10-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of pump house, providing and installation of pump sets, providing and laying of distribution pipe line, providing domestic connection etc/ 189/EE/DWS/DMN/2020-21 / 2020_CEDWS_11347_1'",b'Tripura',b'2020_CEDWS_11347_1'
b'34104.',b'04-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Supply of Materials for Construction of Cement Concrete Road from Baro Pukur Parh to Prafulla Santra House at Manoharpur Utt in Manoharpur- II Gram&amp;#x0d;\nPanchayet under Chandrakona-I Panchayet Samiti (Under fund&amp;#x0d;\nMGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_11',b'West Bengal',b'2020_ZPHD_289709_11'
b'34105.',b'30-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Renovation Work Forensic Science Laboratory (D.N.A. Lab) At RFSL, Rau Indore/ 04/2020-21/3 / 2020_MPPHC_98010_1'",b'Madhya Pradesh',b'2020_MPPHC_98010_1'
b'34106.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Materials for Construction of Concrete Road form Bhunia Palli to Suman Bhunia House at Chandur, in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayat Samiti&amp;#x0d;\n(Under Fund MGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_2'",b'West Bengal',b'2020_ZPHD_289709_2'
b'34107.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Materials for Construction of Concrete Road from Anirban Bhunia House to Pitch Road at Chandur, in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayet Samiti (Under fund MGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_6'",b'West Bengal',b'2020_ZPHD_289709_6'
b'34108.',b'27-Jul-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Construction of Control Room building with toilet and other civil work at  New 33/11 KV S/S Chharch under O and M Circle Shivpuri/ DGM/C/GUNA/ET/2020-21/08/17 / 2020_MKVVC_98165_1',b'Madhya Pradesh',b'2020_MKVVC_98165_1'
b'34109.',b'28-Dec-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'RURAL PIPED WATER SUPPLY TO  CHATWA  GP.CHATWA   UNDER  NANDAPUR   BLOCK./ 03/EE/RWSS/KPT/20-21/03.07.20 / 2020_RWSS_61992_7',b'Odisha',b'2020_RWSS_61992_7'
b'34110.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Materials for Construction of Concrete Road from Barun Mondal house to Durlav Dolai house at Sitarampur, in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayet Samiti (Under fund&amp;#x0d;\nMGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_7'",b'West Bengal',b'2020_ZPHD_289709_7'
b'34091.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-II IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-II / 2020_HBC_135772_1',b'Haryana',b'2020_HBC_135772_1'
b'34092.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-III IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-III / 2020_HBC_135777_1',b'Haryana',b'2020_HBC_135777_1'
b'34093.',b'03-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Construction of Concrete Road from Ramesh Dangua house to Gura Dandapat house at Hanumanta Neguria/ 1/SFC(PBG)/e-NIT/(2020-21) / 2020_ZPHD_289663_1',b'West Bengal',b'2020_ZPHD_289663_1'
b'34094.',b'01-Dec-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Extension of FHTC in existing new schemes within the jurisdiction of Dumburnagar RD Block under DWS Sub Division Gandacherra Gr_IV/ 47/EE/PWD(DWS)/AMB/2020-21 / 2020_CEDWS_11376_1',b'Tripura',b'2020_CEDWS_11376_1'
b'34095.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Supply of Materials for Construction of Concrete Road from Nitai Dolai house to Football ground via panchu Dolai in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayet Samiti (Under fund&amp;#x0d;\nMGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_12',b'West Bengal',b'2020_ZPHD_289709_12'
b'34096.',b'31-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Proposed Construction Of Barrack (Covid-19), D.R.P. Line, Indore/ 04/2020-21/1 / 2020_MPPHC_97998_1'",b'Madhya Pradesh',b'2020_MPPHC_97998_1'
b'34097.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Supply of&amp;#x0d;\nMaterials for Construction of Concrete Road fromPankaj Manna House to Primary School at Sitarampur  in Manoharpur- II Gram Panchayet under Chandrakona-I Panchayet Samiti (Under fund&amp;#x0d;\nMGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_9',b'West Bengal',b'2020_ZPHD_289709_9'
b'34098.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Materials for Construction of Concrete Road from Barun Mondal house to Durlav Dolai house at Sitarampur, in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayet Samiti (Under fund&amp;#x0d;\nMGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_7'",b'West Bengal',b'2020_ZPHD_289709_7'
b'34099.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Materials for Construction of Concrete Road from Anirban Bhunia House to Pitch Road at Chandur, in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayet Samiti (Under fund MGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_6'",b'West Bengal',b'2020_ZPHD_289709_6'
b'34100.',b'06-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Materials for Construction of Concrete Road form Bhunia Palli to Suman Bhunia House at Chandur, in Manoharpur-II Gram Panchayet under Chandrakona-I Panchayat Samiti&amp;#x0d;\n(Under Fund MGNREGA)/ WBPASMID/MANII/PRA/NIT10/20-21 / 2020_ZPHD_289709_2'",b'West Bengal',b'2020_ZPHD_289709_2'
b'34081.',b'17-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Raising water logged area and Renewal BT/ PWD/2020-2021/14552/RdDnKNR / 2020_PWD_371967_1',b'Kerala',b'2020_PWD_371967_1'
b'34082.',b'04-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of incomplete work of Women hostel and Construction of Guard room, Cycle stand, C.C.approach  road, Drilling of Tube well at Madhav Science College, Ujjain/ UDA/ET56/ 19/20 / 2020_DTCP_98154_1'",b'Madhya Pradesh',b'2020_DTCP_98154_1'
b'34083.',b'25-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'100 /2020Kodoor Jn Thannikkal Jn.road balance portion maintanance and drain constructionin ward 17 in Kulasekharapuram GP/ T1/AE/LSGD/KSPM/2020-21 / 2020_LSGD_371693_1',b'Kerala',b'2020_LSGD_371693_1'
b'34084.',b'09-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of pump house, providing and installation of pump sets, providing and laying of distribution pipe line, providing domestic connection etc./ 186/EE/DWS/DMN/2020-21 / 2020_CEDWS_11344_1'",b'Tripura',b'2020_CEDWS_11344_1'
b'34085.',b'14-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Setting up and operating of 2 Mobile Medical and Surveillance Units MMSU in Kannur District/ DPMSU-KNR/498/AC/2020 dated 10-07-2020 / 2020_DHS_371949_1',b'Kerala',b'2020_DHS_371949_1'
b'34086.',b'25-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'pavement tiling/ 2/AE/LSGD/AY/2020-21 / 2020_LSGD_371481_1',b'Kerala',b'2020_LSGD_371481_1'
b'34087.',b'28-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Annual surfacing on Narkanda Thanedhar Kotgarh Bithal road Km 0/000 to 44/000 SH Renewal coat 30mm thick Bituminous Concrete in Km 21/000 to 22/000 and 26/000 to 27/000 and A/S on Oddi Khaneti Kotgarh road SH Renewal coat 30mm BC in Km 16/0 to 19/0/ PW-KMS-AB-NIT/2020-2510-11 dated 01/07/2020 / 2020_PWD_38907_1',b'Himachal Pradesh',b'2020_PWD_38907_1'
b'34088.',b'02-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Supply of Benches&amp;#x0d;\nfor Anganwadi at&amp;#x0d;\nWarshinde, Taluka&amp;#x0d;\nRahuri, Ahmednagar/ gpvarshinde/Benches/Anganwadi / 2020_AHMED_594877_1'",b'Maharashtra',b'2020_AHMED_594877_1'
b'34089.',b'29-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction Of Training Hall At Police Fire Station Laxmibai Nagar, Indore/ 04/2020-21/2 / 2020_MPPHC_98004_1'",b'Madhya Pradesh',b'2020_MPPHC_98004_1'
b'34090.',b'04-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'External Electrification work of campus and incomplete Internal Electrification work of Women hostel at Madhav Science College, Ujjain/ UDA/ET55/ 20 /20 / 2020_DTCP_98162_1'",b'Madhya Pradesh',b'2020_DTCP_98162_1'
b'34061.',b'22-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of Community Toilet  at  Baul Bazar, Baul sansad  under Bolla Gram Panchayat in P.S. Balurghat, Dakshin Dinajpur . (AAP No.97 of 2019-20 ) ( Phase-1)/ Nietno03_2020_21 / 2020_ZPHD_289727_1'",b'West Bengal',b'2020_ZPHD_289727_1'
b'34062.',b'21-Oct-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-VII IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-VII / 2020_HBC_135801_1',b'Haryana',b'2020_HBC_135801_1'
b'34063.',b'09-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of pump house, providing and installation of pump sets, providing and laying of distribution pipe line, providing domestic connection etc./ 186/EE/DWS/DMN/2020-21 / 2020_CEDWS_11344_1'",b'Tripura',b'2020_CEDWS_11344_1'
b'34064.',b'09-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Construction of pump house, providing and installation of pump sets, providing and laying of distribution pipe line, providing domestic connection etc/ 183/EE/DWS/DMN/2020-21 / 2020_CEDWS_11341_1'",b'Tripura',b'2020_CEDWS_11341_1'
b'34065.',b'25-Sep-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'AR OF LR IN MOHINDERGARH CONSTITUENCY GROUP-VI IN DISTT MOHINDERGARH/ AR OF LR IN MOHINDERGARH CONSTITUENCY G-VI / 2020_HBC_135789_1',b'Haryana',b'2020_HBC_135789_1'
b'34066.',b'31-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Proposed Construction Of Barrack (Covid-19), D.R.P. Line, Indore/ 04/2020-21/1 / 2020_MPPHC_97998_1'",b'Madhya Pradesh',b'2020_MPPHC_97998_1'
b'34067.',b'24-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',"b'Maintenance of Kailashahar Rangauti road to Kailashahar Rangauti road via Laxmipur L 1.80 Km SH Patch reparing , re carpeting carpeting etc, Portion from 0.00 to 0.70 km/ 21/EE/KLSD/2020-21 / 2020_CEPWD_11372_1'",b'Tripura',b'2020_CEPWD_11372_1'
b'34068.',b'17-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Raising water logged area and Renewal BT/ PWD/2020-2021/14552/RdDnKNR / 2020_PWD_371967_1',b'Kerala',b'2020_PWD_371967_1'
b'34069.',b'26-Nov-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Extension of FHTC in existing new schemes within the jurisdiction of Dumburnagar RD Block under DWS Sub Division Gandacherra Gr V/ 46/EE/PWD(DWS)/AMB/2020-21 / 2020_CEDWS_11371_1',b'Tripura',b'2020_CEDWS_11371_1'
b'34070.',b'24-Aug-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Construction of Anganwadi Center at Maity Dubrajpur (C/N-19339100324) (2nd Call)/ e-NIT- 03 (BDO Head)/ 2020-21 / 2020_ZPHD_289626_1',b'West Bengal',b'2020_ZPHD_289626_1'
b'34041.',b'26-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'supply of 11KV V Cross Arm for Andhra Model and HVDS scheme works/ 21/20-21,Dt.08.07.2020 / 2020_EB_171423_1'",b'Tamil Nadu',b'2020_EB_171423_1'
b'34042.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT VILLAGE ANDHIYARI, DISTT. BHIND 1ST CALL/ MPSCMFL_ENGG 835 / 2020_SCMFL_98199_1'",b'Madhya Pradesh',b'2020_SCMFL_98199_1'
b'34043.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT SEJA, DISTT. CHHINDWARA 1ST CALL/ MPSCMFL_ENGG 820 / 2020_SCMFL_98127_1'",b'Madhya Pradesh',b'2020_SCMFL_98127_1'
b'34044.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT VILLAGE TUMDAGADI, DISTT. CHHINDWARA 1ST CALL/ MPSCMFL_ENGG 821 / 2020_SCMFL_98144_1'",b'Madhya Pradesh',b'2020_SCMFL_98144_1'
b'34045.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT KHERWADA (KHUNAJHIR), DISTT. CHHINDWARA 1ST CALL/ MPSCMFL_ENGG 822 / 2020_SCMFL_98152_1'",b'Madhya Pradesh',b'2020_SCMFL_98152_1'
b'34046.',b'24-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',b'CONSTRUCTION OF 1000 MT GODOWN WITH WBM ROAD FOR COOPERATIVE DEPARTMENT BAWDIKHEDA JAGIR DISTT. RAJGARH 1st CALL/ MPSCMFL_ENGG 818 / 2020_SCMFL_98038_1',b'Madhya Pradesh',b'2020_SCMFL_98038_1'
b'34047.',b'09-Sep-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'Emergent repairing to severely damaged for a length 140.00 M of Hooghly left embankment at Mallickpara, Mouza - Nainan, Block - Diamond Harbour II , Dist. - South 24 Pgs. (Reach-I) (2nd Tender to the 1st Tender No. WBIW/EE-II/CD/e-NIT-08(e)/2020-21/ WBIW/EE-II/CD/e-NIT-10(e)/ 2020-21 / 2020_IWD_289789_1'",b'West Bengal',b'2020_IWD_289789_1'
b'34048.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT GURAIYA (LIKHDIKHATKAR), DISTT. CHHINDWARA 1ST CALL/ MPSCMFL_ENGG 819 / 2020_SCMFL_98117_1'",b'Madhya Pradesh',b'2020_SCMFL_98117_1'
b'34049.',b'26-Oct-2020 12:00 AM',b'15-Jul-2020 05:15 PM',"b'Prov. service of 01 No. Computer Operator for typing of estimates, DNITs, letters, Accounts and other information relates to electrical division, Rohtak through contractor for 06 months i.e. for the period 13.08.2020 to 12.01.2021/ ET444 / 2020_HBC_135858_1'",b'Haryana',b'2020_HBC_135858_1'
b'34050.',b'14-Dec-2020 12:00 AM',b'15-Jul-2020 05:00 PM',b'Providing MGP and allied work in Civil Hospital at Karnal/ MGP and allied work in Civil Hospital at Karnal / 2020_HRY_135628_1',b'Haryana',b'2020_HRY_135628_1'
b'34021.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',"b'P/L interlocking tile various streets in Guru Teg Bahadur Enclave, W. No. 12./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_33'",b'Punjab',b'2020_DLG_50541_33'
b'34022.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile in various streets W. No. 1/ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_30',b'Punjab',b'2020_DLG_50541_30'
b'34023.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile in Rakesh Choudhari Wali Street   W.No. 30./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_42',b'Punjab',b'2020_DLG_50541_42'
b'34024.',b'30-Dec-2020 12:00 AM',b'15-Jul-2020 06:00 PM',b'P/L interlocking tile and D.B. Paving in various streets       W. No. 25./ LG/MC/Sri Muktsar Sahib/2020/06 / 2020_DLG_50541_40',b'Punjab',b'2020_DLG_50541_40'
b'34025.',b'20-Aug-2020 12:00 AM',b'15-Jul-2020 05:55 PM',"b'CONSTRUCTION OF WELLNESS CENTRE AT SUB CENTRE BAINTI, DISTRICT RAEBARELI/ 57/UPRNSS LKO-2/E-TENDER/2020-21 DT. 04.07.2020 / 2020_UPRNS_490007_2'",b'Uttar Pradesh',b'2020_UPRNS_490007_2'
b'34026.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT JATARA, DISTT. TIKAMGARH 1ST CALL/ MPSCMFL_ENGG 832 / 2020_SCMFL_98185_1'",b'Madhya Pradesh',b'2020_SCMFL_98185_1'
b'34027.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT VILLAGE BIHIRIYA, DISTT. SEONI 1ST CALL/ MPSCMFL_ENGG 830 / 2020_SCMFL_98181_1'",b'Madhya Pradesh',b'2020_SCMFL_98181_1'
b'34028.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT VILLAGE CHANDORIKALAN, DISTT. SEONI 1ST CALL/ MPSCMFL_ENGG 828 / 2020_SCMFL_98177_1'",b'Madhya Pradesh',b'2020_SCMFL_98177_1'
b'34029.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT VILLAGE CHARGAON, DISTT. SEONI 1ST CALL/ MPSCMFL_ENGG 829 / 2020_SCMFL_98180_1'",b'Madhya Pradesh',b'2020_SCMFL_98180_1'
b'34030.',b'19-Nov-2020 12:00 AM',b'15-Jul-2020 05:30 PM',"b'CONSTRUCTION OF 200 MT GODOWN WITH INPUT SHOPS AND OFFICE BLOCK AT COOPERATIVE DEPARTMENT VILLAGE MUHARA, DISTT. TIKAMGARH 1ST CALL/ MPSCMFL_ENGG 831 / 2020_SCMFL_98183_1'",b'Madhya Pradesh',b'2020_SCMFL_98183_1'
